Address,Translated,Status,Province,Administrative District,Building,Neighbourhood,Town,Street,Village,Country,Latitude,Longitude,api
"Զորավար Անդրանիկ փողոցի 2-րդ փակուղի 18, Դիլիջան","18, Zoravar Andranik Street, 2nd Dead End, Dilijan",OK,Tavush,,18,,Dilijan,Zoravar Andranik Street 2nd Blind Ally,,Armenia,40.742167,44.855523,Yandex
"Andranik Zoravar St,","Andranik Zoravar St,",OK,Gegharkunik,Vardenis,,,Vardenis,Zoravar Andranik street,,Armenia,40.17849389,45.73650739,Nominatim
"Զորավար Անդրանիկի փողոց 6, Պռոշյան","6 Zoravar Andranik Street, Proshyan",OK,Kotayk,Nairi,,,,Zoravar Andranik street,Proshyan,Armenia,40.24883108,44.42060265,Nominatim
"Zoravar Andranik street, Yerevan","Zoravar Andranik street, Yerevan",OK,Yerevan,Malatia-Sebastia,,,Yerevan,Zoravar Andranik street,,Armenia,40.16811697,44.44605479,Nominatim
"Զորավար Անդրանիկի փողոց, Yerevan","Zoravar Andranik Street, Yerevan",OK,Yerevan,Malatia-Sebastia,,,Yerevan,Zoravar Andranik street,,Armenia,40.16811697,44.44605479,Nominatim
"Улица Зоравар Андраника, Ереван","Zoravar Andranik Street, Yerevan",OK,Yerevan,Malatia-Sebastia,,,Yerevan,Zoravar Andranik Street,,Armenia,40.175162,44.44573,Yandex
"Zoravar Andranik street, Երևան","Zoravar Andranik street, Yerevan",OK,Yerevan,Malatia-Sebastia,,,Yerevan,Zoravar Andranik Street,,Armenia,40.175162,44.44573,Yandex
"Զորավար Անդրանիկի փողոց, Երևան","Zoravar Andranik Street, Yerevan",OK,Yerevan,Malatia-Sebastia,,,Yerevan,Zoravar Andranik Street,,Armenia,40.175162,44.44573,Yandex
"Zoravar Andranik street 96, Yerevan","Zoravar Andranik street 96, Yerevan",OK,Yerevan,Malatia-Sebastia,96,,Yerevan,Zoravar Andranik street,,Armenia,40.1705628,44.44450502,Nominatim
"Zoravar Andranik street 93, Yerevan","Zoravar Andranik street 93, Yerevan",OK,Yerevan,Malatia-Sebastia,93,,Yerevan,Zoravar Andranik street,,Armenia,40.1711206,44.4470464,Nominatim
"Zoravar Andranik street 92, Yerevan","Zoravar Andranik street 92, Yerevan",OK,Yerevan,Malatia-Sebastia,92,,Yerevan,Zoravar Andranik street,,Armenia,40.16917705,44.44422865,Nominatim
"Zoravar Andranik street 78, Yerevan","Zoravar Andranik street 78, Yerevan",OK,Yerevan,Malatia-Sebastia,78,,Yerevan,Zoravar Andranik street,,Armenia,40.1702779,44.44265032,Nominatim
"Zoravar Andranik street 77, Yerevan","Zoravar Andranik street 77, Yerevan",OK,Yerevan,Malatia-Sebastia,77,,Yerevan,Zoravar Andranik street,,Armenia,40.17305675,44.44718161,Nominatim
"Zoravar Andranik street 62, Yerevan","Zoravar Andranik street 62, Yerevan",OK,Yerevan,Malatia-Sebastia,62,,Yerevan,Zoravar Andranik street,,Armenia,40.1719212,44.44378302,Nominatim
"Zoravar Andranik street 6, Yerevan","Zoravar Andranik street 6, Yerevan",OK,Yerevan,Malatia-Sebastia,54/6,,Yerevan,Zoravar Andranik street,,Armenia,40.16770875,44.44531452,Nominatim
"Zoravar Andranik street 50, Yerevan","Zoravar Andranik street 50, Yerevan",OK,Yerevan,Malatia-Sebastia,50,A-1,Yerevan,Zoravar Andranik street,,Armenia,40.1760456,44.4444439,Nominatim
"Улица Зоравара Андраника 49, Ереван","Zoravar Andranik Street 49, Yerevan",OK,Yerevan,Malatia-Sebastia,49,,Yerevan,Zoravar Andranik Street,,Armenia,40.177318,44.44635,Yandex
"Zoravar Andranik street 46, Yerevan","Zoravar Andranik street 46, Yerevan",OK,Yerevan,Malatia-Sebastia,46,A-1,Yerevan,Zoravar Andranik street,,Armenia,40.1764024,44.4441975,Nominatim
"Zoravar Andranik street 43, Yerevan","Zoravar Andranik street 43, Yerevan",OK,Yerevan,Malatia-Sebastia,43,,Yerevan,Zoravar Andranik street,,Armenia,40.1774983,44.44688885,Nominatim
"Zoravar Andranik street 27, Yerevan","Zoravar Andranik street 27, Yerevan",OK,Yerevan,Malatia-Sebastia,27,,Yerevan,Zoravar Andranik Street,,Armenia,40.178049,44.446655,Yandex
"Улица Зоравара Андраника 22, Ереван","Zoravar Andranik Street 22, Yerevan",OK,Yerevan,Malatia-Sebastia,22,A-2,Yerevan,Zoravar Andranik Street,,Armenia,40.180764,44.446134,Yandex
"Zoravar Andranik street 18, Երևան","Zoravar Andranik street 18, Yerevan",OK,Yerevan,Malatia-Sebastia,18,A-2,Yerevan,Zoravar Andranik Street,,Armenia,40.182052,44.446529,Yandex
"Улица Зоравар Андраника 16, Ереван","Zoravar Andranik Street 16, Yerevan",OK,Yerevan,Malatia-Sebastia,75/16,,Yerevan,Zoravar Andranik street,,Armenia,40.17279,44.4461162,Nominatim
"Zoravar Andranik street 149, Yerevan","Zoravar Andranik street 149, Yerevan",OK,Yerevan,Malatia-Sebastia,149,,Yerevan,Zoravar Andranik street,,Armenia,40.16541545,44.44220295,Nominatim
"Zoravar Andranik street 146, Yerevan","Zoravar Andranik street 146, Yerevan",OK,Yerevan,Malatia-Sebastia,146,,Yerevan,Zoravar Andranik street,,Armenia,40.16660125,44.44262562,Nominatim
"Zoravar Andranik street 144, Yerevan","Zoravar Andranik street 144, Yerevan",OK,Yerevan,Malatia-Sebastia,144,,Yerevan,Zoravar Andranik street,,Armenia,40.1667675,44.44291621,Nominatim
"Улица Зоравара Андраника 143, Ереван","Zoravar Andranik Street 143, Yerevan",OK,Yerevan,Malatia-Sebastia,143,,Yerevan,Zoravar Andranik Street,,Armenia,40.165845,44.442684,Yandex
"Zoravar Andranik street 142, Yerevan","Zoravar Andranik street 142, Yerevan",OK,Yerevan,Malatia-Sebastia,142,,Yerevan,Zoravar Andranik street,,Armenia,40.16778575,44.44240816,Nominatim
"Zoravar Andranik street 127, Yerevan","Zoravar Andranik street 127, Yerevan",OK,Yerevan,Malatia-Sebastia,127,,Yerevan,Zoravar Andranik street,,Armenia,40.1665298,44.44478842,Nominatim
"Zoravar Andranik street 123, Yerevan","Zoravar Andranik street 123, Yerevan",OK,Yerevan,Malatia-Sebastia,123,,Yerevan,Zoravar Andranik street,,Armenia,40.1663534,44.44538328,Nominatim
"Улица Зоравара Андраника 122, Ереван","Zoravar Andranik Street 122, Yerevan",OK,Yerevan,Malatia-Sebastia,122,,Yerevan,Zoravar Andranik street,,Armenia,40.1681836,44.44363025,Nominatim
"Zoravar Andranik street 121, Yerevan","Zoravar Andranik street 121, Yerevan",OK,Yerevan,Malatia-Sebastia,121,,Yerevan,Zoravar Andranik street,,Armenia,40.1661068,44.4456212,Nominatim
"Zoravar Andranik street 120, Yerevan","Zoravar Andranik street 120, Yerevan",OK,Yerevan,Malatia-Sebastia,120,,Yerevan,Zoravar Andranik street,,Armenia,40.1679406,44.44389767,Nominatim
"Zoravar Andranik street 118, Yerevan","Zoravar Andranik street 118, Yerevan",OK,Yerevan,Malatia-Sebastia,118,,Yerevan,Zoravar Andranik street,,Armenia,40.1683632,44.44411508,Nominatim
"Zoravar Andranik street 112, Yerevan","Zoravar Andranik street 112, Yerevan",OK,Yerevan,Malatia-Sebastia,112,,Yerevan,Zoravar Andranik street,,Armenia,40.16741925,44.44443458,Nominatim
"Zoravar Andranik street 102, Yerevan","Zoravar Andranik street 102, Yerevan",OK,Yerevan,Malatia-Sebastia,102,,Yerevan,Zoravar Andranik street,,Armenia,40.16977325,44.44457183,Nominatim
"Zoravar Andranik St, Yerevan","Zoravar Andranik St, Yerevan",OK,Yerevan,Malatia-Sebastia,,,Yerevan,Zoravar Andranik street,,Armenia,40.16811697,44.44605479,Nominatim
"Zoravar Andranik St 61, Yerevan","Zoravar Andranik St 61, Yerevan",OK,Yerevan,Malatia-Sebastia,61,,Yerevan,Zoravar Andranik street,,Armenia,40.17720725,44.44867595,Nominatim
"Zoravar Andranik 120, Yerevan","Zoravar Andranik 120, Yerevan",OK,Yerevan,Malatia-Sebastia,120,,Yerevan,Zoravar Andranik street,,Armenia,40.1679406,44.44389767,Nominatim
"Улица Андраника Зоравара, Yerevan","Andranik Zoravar Street, Yerevan",OK,Yerevan,Malatia-Sebastia,,,Yerevan,Zoravar Andranik street,,Armenia,40.16811697,44.44605479,Nominatim
"Улица Андраника Зоравара 58/1, Yerevan","Andranik Zoravar Street 58/1, Yerevan",OK,Yerevan,Malatia-Sebastia,58,,Yerevan,Zoravar Andranik Street,,Armenia,40.17215,44.444167,Yandex
"Улица Андраника Зоравара 20, Yerevan","Andranik Zoravar Street 20, Yerevan",OK,Yerevan,Malatia-Sebastia,20,A-2,Yerevan,Zoravar Andranik Street,,Armenia,40.18148,44.446332,Yandex
"Andranik Zoravar St,, Yerevan","Andranik Zoravar St,, Yerevan",OK,Yerevan,Malatia-Sebastia,,,Yerevan,Zoravar Andranik street,,Armenia,40.16811697,44.44605479,Nominatim
"Զորավար Անդրանիկի փողոց 35Ա, Երևան","35A Zoravar Andranik Street, Yerevan",OK,Yerevan,Malatia-Sebastia,35,,Yerevan,Zoravar Andranik Street,,Armenia,40.178118,44.448613,Yandex
"Զորավար Անդրանիկի փողոց 19/11, Երևան","19/11 Zoravar Andranik Street, Yerevan",OK,Yerevan,Malatia-Sebastia,19,,Yerevan,Zoravar Andranik Street,,Armenia,40.178614,44.447257,Yandex
"Զորավար Անդրանիկի փողոց 15, Երևան","15 Zoravar Andranik Street, Yerevan",OK,Yerevan,Malatia-Sebastia,15,,Yerevan,Zoravar Andranik street,,Armenia,40.17909455,44.44730705,Nominatim
"Զորավար Անդրանիկի փողոց 146/2, Երևան","146/2 Zoravar Andranik Street, Yerevan",OK,Yerevan,Malatia-Sebastia,146/2,,Yerevan,Zoravar Andranik street,,Armenia,40.16644365,44.44263657,Nominatim
"Զորավար Անդրանիկի փողոց 110, Yerevan","110 Zoravar Andranik Street, Yerevan",OK,Yerevan,Malatia-Sebastia,110,,Yerevan,Zoravar Andranik Street,,Armenia,40.167609,44.444733,Yandex
"Զորավար Անդրանիկի փողոց 108, Yerevan","108 Zoravar Andranik Street, Yerevan",OK,Yerevan,Malatia-Sebastia,108,,Yerevan,Zoravar Andranik Street,,Armenia,40.167995,44.444876,Yandex
"Զորավար Անդրանիկի փողոց 102, Yerevan","102 Zoravar Andranik Street, Yerevan",OK,Yerevan,Malatia-Sebastia,102,,Yerevan,Zoravar Andranik Street,,Armenia,40.169821,44.444499,Yandex
"Զորավար Անդրանիկի փողոց 1/1, Երևան","1/1 Zoravar Andranik Street, Yerevan",OK,Yerevan,Malatia-Sebastia,1/1,,Yerevan,Zoravar Andranik Street,,Armenia,40.176009,44.444158,Yandex
"Проспект Зоравара Андраника, Раздан","Zoravar Andranik Avenue, Razdan",OK,Kotayk,Hrazdan,,,Hrazdan,Zoravar Andranik Avenue,,Armenia,40.527725,44.7665,Yandex
"Zoravar Andranik avenue, Hrazdan","Zoravar Andranik avenue, Hrazdan",OK,Kotayk,Hrazdan,,,Hrazdan,Zoravar Andranik avenue,,Armenia,40.52825533,44.76678462,Nominatim
"Զորավար Անդրանիկի պողոտա 84, Հրազդան","84 Zoravar Andranik Avenue, Hrazdan",OK,Kotayk,Hrazdan,84,Գ-1 թաղ,Hrazdan,Zoravar Andranik Avenue,,Armenia,40.544626,44.768791,Yandex
"Zavaryan street, Yerevan","Zavaryan street, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Zavaryan street,,Armenia,40.16849018,44.52129796,Nominatim
"Զավարյան փողոց, Երևան","Zavaryan Street, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Zavaryan Street,,Armenia,40.167781,44.518385,Yandex
"Улица Заваряна, Ереван","Zavaryan Street, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Zavaryan Street,,Armenia,40.167781,44.518385,Yandex
"Զավարյան փողոց 57/19, Երևան","Zavaryan Street 57/19, Yerevan",OK,Yerevan,Kentron,57/19,,Yerevan,Zavaryan Street,,Armenia,40.168002,44.517002,Yandex
"Zavaryan street 24, Yerevan","Zavaryan street 24, Yerevan",OK,Yerevan,Kentron,24,,Yerevan,Zavaryan street,,Armenia,40.16717395,44.51648547,Nominatim
"Zavaryan street 1, Yerevan","Zavaryan street 1, Yerevan",OK,Yerevan,Kentron,1,,Yerevan,Zavaryan street,,Armenia,40.16671915,44.5116276,Nominatim
"Զարոբյան փողոց, Երևան","Zarobyan Street, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Zarobyan Street,,Armenia,40.191422,44.512394,Yandex
"Zarobyan street, Yerevan","Zarobyan street, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Zarobyan street,,Armenia,40.1916526,44.51197639,Nominatim
"Զաքյան փողոցի 1-ին նրբանցք 4, Երևան","4, 1st Alley, Zakyan Street, Yerevan",OK,Yerevan,Yerevan,1,,Yerevan,Zaqyan Street 1st Lane,,Armenia,40.17696,44.504956,Yandex
"Զաքյան փողոցի 1-ին նրբանցք 1, Երևան","1st Lane, Zakyan Street, Yerevan",OK,Yerevan,Yerevan,1,,Yerevan,Zaqyan Street 1st Lane,,Armenia,40.17696,44.504956,Yandex
"Զաքյան փողոցի 1-ին նրբանցք, Երևան","1st alley of Zakyan Street, Yerevan",OK,Yerevan,Yerevan,,,Yerevan,Zaqyan Street 1st Lane,,Armenia,40.177504,44.505351,Yandex
"1-й переулок улицы Закяна 1, Ереван","1st lane of Zakyan street 1, Yerevan",OK,Yerevan,Kentron,1,,Yerevan,Zaqyan Street 1st Lane,,Armenia,40.17696,44.504956,Yandex
"Zaqyan Street, Yerevan","Zaqyan Street, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Zaqyan Street,,Armenia,40.177325,44.507372,Yandex
"Zaqyan Street 5, Yerevan","Zaqyan Street 5, Yerevan",OK,Yerevan,Kentron,5,,Yerevan,Zaqyan Street,,Armenia,40.177863,44.509133,Yandex
"Zaqyan Street 3, Yerevan","Zaqyan Street 3, Yerevan",OK,Yerevan,Kentron,3,,Yerevan,Zaqyan Street,,Armenia,40.17849,44.509726,Yandex
"Zaqyan Street 2B, Yerevan","Zaqyan Street 2B, Yerevan",OK,Yerevan,Kentron,2B,,Yerevan,Zaqyan Street,,Armenia,40.178772,44.509052,Yandex
"Zaqyan Street 2, Yerevan","Zaqyan Street 2, Yerevan",OK,Yerevan,Kentron,2,,Yerevan,Zaqyan Street,,Armenia,40.179069,44.509429,Yandex
"Zaqyan Street 1, Yerevan","Zaqyan Street 1, Yerevan",OK,Yerevan,Kentron,1,,Yerevan,Zaqyan Street,,Armenia,40.178772,44.509771,Yandex
"Улица Закяна, Ереван","Zakyana Street, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Zaqyan Street,,Armenia,40.177325,44.507372,Yandex
"Զաքյան փողոց, Երևան","Zakyan Street, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Zaqyan Street,,Armenia,40.177325,44.507372,Yandex
"Zaqaryan street, Vanadzor","Zaqaryan street, Vanadzor",OK,Lori,Vanadzor,,,Vanadzor,Zaqaryan street,,Armenia,40.80079324,44.4933792,Nominatim
"Zakian street, Yerevan","Zakian street, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Zakian street,,Armenia,40.1773022,44.50743004,Nominatim
"Zakian street 8, Yerevan","Zakian street 8, Yerevan",OK,Yerevan,Kentron,8,,Yerevan,Zakian street,,Armenia,40.1769044,44.50608535,Nominatim
"Zakian street 5, Yerevan","Zakian street 5, Yerevan",OK,Yerevan,Kentron,5,,Yerevan,Zakian street,,Armenia,40.1779725,44.5090473,Nominatim
"Zakian street 4, Yerevan","Zakian street 4, Yerevan",OK,Yerevan,Kentron,4,,Yerevan,Zakian street,,Armenia,40.1780447,44.50809164,Nominatim
"Zakian street 3, Yerevan","Zakian street 3, Yerevan",OK,Yerevan,Kentron,3,,Yerevan,Zakian street,,Armenia,40.1783768,44.50985347,Nominatim
"Zakian street 2, Yerevan","Zakian street 2, Yerevan",OK,Yerevan,Kentron,2,,Yerevan,Zakian street,,Armenia,40.17906185,44.50946457,Nominatim
"Zakian street 1, Yerevan","Zakian street 1, Yerevan",OK,Yerevan,Kentron,1,,Yerevan,Zakian street,,Armenia,40.17877705,44.50975955,Nominatim
"Զաքյան փողոց 29, Երևան","29 Zakyan Street, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Zakian street,,Armenia,40.1773022,44.50743004,Nominatim
"Zakaria Sarkavag street 6th lane 151/1, Yerevan","Zakaria Sarkavag street 6th lane 151/1, Yerevan",OK,Yerevan,Qanaqer-Zeytun,151/1,,Yerevan,Zakaria Sarkavag street 6th lane,,Armenia,40.2329259,44.55193915,Nominatim
"Zakaria Sarkavag street 5th lane, Yerevan","Zakaria Sarkavag street 5th lane, Yerevan",OK,Yerevan,Qanaqer-Zeytun,,,Yerevan,Zakaria Sarkavag street 5th lane,,Armenia,40.23181096,44.55438201,Nominatim
"Zakaria Sarkavag street 3rd lane, Yerevan","Zakaria Sarkavag street 3rd lane, Yerevan",OK,Yerevan,Qanaqer-Zeytun,,,Yerevan,Zakaria Sarkavag street 3rd lane,,Armenia,40.22530259,44.54872414,Nominatim
"Զաքարիա Սարկավագի փողոց, Երևան","Zakaria Sarkavagi Street, Yerevan",OK,Yerevan,Qanaqer-Zeytun,,,Yerevan,Zakaria Sarkavag Street,,Armenia,40.22689176,44.5488342,Nominatim
"Zakaria Sarkavag street, Yerevan","Zakaria Sarkavag street, Yerevan",OK,Yerevan,Qanaqer-Zeytun,,,Yerevan,Zakaria Sarkavag Street,,Armenia,40.22689176,44.5488342,Nominatim
"Zakaria Sarkavag street 54/6, Yerevan","Zakaria Sarkavag street 54/6, Yerevan",OK,Yerevan,Qanaqer-Zeytun,54/6,,Yerevan,Zakaria Sarkavag Street,,Armenia,40.2205915,44.54253534,Nominatim
"Zakaria Sarkavag street 54/5, Yerevan","Zakaria Sarkavag street 54/5, Yerevan",OK,Yerevan,Qanaqer-Zeytun,54/5,,Yerevan,Zakaria Sarkavag Street,,Armenia,40.2216054,44.54437845,Nominatim
"Zakaria Sarkavag street 54/4, Yerevan","Zakaria Sarkavag street 54/4, Yerevan",OK,Yerevan,Qanaqer-Zeytun,54/4,,Yerevan,Zakaria Sarkavag Street,,Armenia,40.2210366,44.54354572,Nominatim
"Zakaria Sarkavag street 2, Yerevan","Zakaria Sarkavag street 2, Yerevan",OK,Yerevan,Qanaqer-Zeytun,2,,Yerevan,Zakaria Sarkavag Street,,Armenia,40.21403425,44.53380975,Nominatim
"Zakaria Sarkavag street 149, Yerevan","Zakaria Sarkavag street 149, Yerevan",OK,Yerevan,Qanaqer-Zeytun,149,,Yerevan,Zakaria Sarkavag Street,,Armenia,40.23131185,44.5523591,Nominatim
"Zakaria Sarkavag street 129, Yerevan","Zakaria Sarkavag street 129, Yerevan",OK,Yerevan,Qanaqer-Zeytun,129,,Yerevan,Zakaria Sarkavag Street,,Armenia,40.2257512,44.54735385,Nominatim
"Zakaria Sarkavag street 121, Yerevan","Zakaria Sarkavag street 121, Yerevan",OK,Yerevan,Qanaqer-Zeytun,121,,Yerevan,Zakaria Sarkavag Street,,Armenia,40.22452945,44.54564293,Nominatim
"Զաքարիա Սարկավագի փողոց 151/3, Երևան","151/3 Zakaria Sarkavagi Street, Yerevan",OK,Yerevan,Qanaqer-Zeytun,,,Yerevan,Zakaria Sarkavag Street,,Armenia,40.22689176,44.5488342,Nominatim
"Զաքարիա Սարկավագի փողոց 106/2, Երևան","106/2 Zakaria Sarkavagi Street, Yerevan",OK,Yerevan,Qanaqer-Zeytun,,,Yerevan,Zakaria Sarkavag Street,,Armenia,40.22689176,44.5488342,Nominatim
"Улица Захария Саркавага, Yerevan","Zakharia Sarkavaga Street, Yerevan",OK,Yerevan,Qanaqer-Zeytun,,,Yerevan,Zakaria Kanakertsi Street,,Armenia,40.222884,44.544796,Yandex
"Улица Захария Саркавага 151, Ереван","151 Zakharia Sarkavaga Street, Yerevan",OK,Yerevan,,151,,Yerevan,Zakaria Kanakertsi Street,,Armenia,40.231828,44.5528,Yandex
"Yubeka Street 2, Vanadzor","Yubeka Street 2, Vanadzor",OK,Lori,Vanadzor,2,Bazum,Vanadzor,Yubeka Street,,Armenia,40.7959893,44.52288978,Nominatim
"Եզնիկ Կողբացու փողոց, Yerevan","Yeznik Koghbatsi Street, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Yeznik Koghbatsi Street,,Armenia,40.181349,44.510723,Yandex
"Улица Езника Кохбаци, Ереван","Yeznik Koghbatsi Street, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Yeznik Koghbatsi Street,,Armenia,40.181349,44.510723,Yandex
"Եզնիկ Կողբացու փողոց, Երևան","Yeznik Koghbatsi Street, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Yeznik Koghbatsi street,,Armenia,40.18058071,44.50981248,Nominatim
"Yeznik Koghbatsi street, Yerevan","Yeznik Koghbatsi street, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Yeznik Koghbatsi street,,Armenia,40.18058071,44.50981248,Nominatim
"Yeznik Koghbatsi Street, Yerevan","Yeznik Koghbatsi Street, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Yeznik Koghbatsi street,,Armenia,40.18058071,44.50981248,Nominatim
"Yeznik Koghbatsi street 83, Yerevan","Yeznik Koghbatsi street 83, Yerevan",OK,Yerevan,Kentron,83,,Yerevan,Yeznik Koghbatsi street,,Armenia,40.1842751,44.51377443,Nominatim
"Улица Езника Кохбаци 53, Ереван","Yeznik Koghbatsi Street 53, Yerevan",OK,Yerevan,Kentron,53,,Yerevan,Yeznik Koghbatsi Street,,Armenia,40.182617,44.511837,Yandex
"Yeznik Koghbatsi street 51, Yerevan","Yeznik Koghbatsi street 51, Yerevan",OK,Yerevan,Kentron,51,,Yerevan,Yeznik Koghbatsi street,,Armenia,40.1823958,44.5116805,Nominatim
"Yeznik Koghbatsi street 42, Yerevan","Yeznik Koghbatsi street 42, Yerevan",OK,Yerevan,Kentron,42,,Yerevan,Yeznik Koghbatsi street,,Armenia,40.18326105,44.51322865,Nominatim
