Address,Translated,Status,Province,Administrative District,Building,Neighbourhood,Town,Street,Village,Country,Latitude,Longitude,api,Block,Lane,Street Number,Index
"նիկողայոս ադոնց փողոց, երևան","Nikoghayos Adonts Street, Yerevan",OK,Yerevan,Yerevan,,,Yerevan,Nikoghayos Adonts Street,,Armenia,40.213305,44.519329,Yandex,,,,"['A65', 'A251', 'A549', 'A550', 'A663', 'A903', 'A1715', 'A1973', 'A2845', 'A3048', 'A3244', 'A3333', 'A3519', 'A3601', 'A4259', 'A4428', 'A4446', 'A4478', 'A4680', 'A4692', 'A4907', 'A5121', 'A5238', 'A5676', 'A5697', 'A6199', 'A6313', 'A6331', 'A6484', 'A6989', 'A7004', 'A7099', 'A7292', 'A7686', 'A7804', 'A7965', 'A8269', 'A8563', 'A8803', 'A8930', 'A8978', 'A9156', 'A9164', 'A9243', 'A9963', 'A9980', 'A10054', 'A10449', 'A10481', 'A10493', 'A10510', 'A10608', 'A10624', 'A10705', 'A10922', 'A10962', 'A11131', 'A11447', 'A11537', 'A11744', 'A11919', 'A11924', 'A12013', 'A12035', 'A12109', 'A12347', 'A12369', 'A12398', 'A12465', 'A12601', 'A12890', 'A12892', 'A12895', 'A12897', 'A12902', 'A12924', 'A12930', 'A12935', 'A12950', 'A12969', 'A13007', 'A13009', 'A13010', 'A13020', 'A13026', 'A13032', 'A13041', 'A13055', 'A13062', 'A13067', 'A13069', 'A13076', 'A13083', 'A13086', 'A13116', 'A13118', 'A13361', 'A13872', 'A13961', 'A13962', 'A14004', 'A14072', 'A14416', 'A14806', 'A14839', 'A15145', 'A15173', 'A15253', 'A15276', 'A15298', 'A15441', 'A15823', 'A15855', 'A15867', 'A16115', 'A16181', 'A16326', 'A16337', 'A16431', 'A16550', 'A16626', 'A16705', 'A16710', 'A16741', 'A17048', 'A17131', 'A17297', 'A17345', 'A17558', 'A17765', 'A17914', 'A18037', 'A18049', 'A18256', 'A18503', 'A18507', 'A18658', 'A18842', 'A18892', 'A19084', 'A19286', 'A19512', 'A19610', 'A19893', 'A20042', 'A20047', 'A20049', 'A20209', 'A20263', 'A20397', 'A20417', 'A20632', 'A20735', 'A20802', 'A21009', 'A21312', 'A21389', 'A22393', 'A22568', 'A22570', 'A22632', 'A22674', 'A22677', 'A23127', 'A23458', 'A23536', 'A23745', 'A24586', 'A24801', 'A25227', 'A25513', 'A25517', 'A25599', 'A25712', 'A25853', 'A26258', 'A26269', 'A26719', 'A26932', 'A27449', 'A27468', 'A27470', 'A27555', 'A27561', 'A27565', 'A27590', 'A27894', 'A27984', 'A28016', 'A28161', 'A28498', 'A28530', 'A28999', 'A29086', 'A29902', 'A29907', 'A29908', 'A30434', 'A30540', 'A30905', 'A30995', 'A31044', 'A31075', 'A31076', 'A31443', 'A31558', 'A31863', 'A31966', 'A32035', 'B2223', 'B2334', 'B2352', 'B2463', 'B2491', 'B2620', 'B2671', 'B2738', 'B3139', 'B3313', 'B3456', 'B3676', 'B3684', 'B3726', 'B3734', 'B3737', 'B3742', 'B3754', 'B3776', 'B4062', 'B4228', 'B4603', 'B4878', 'B4956', 'B4995', 'B4999', 'B5017', 'B5473', 'B5566', 'B5817', 'B5905', 'B6013', 'B6044', 'B6352', 'B6503', 'B6562', 'B6592', 'B6593', 'B6863', 'B7042', 'B7063', 'B7065', 'B7066', 'B7069', 'B7086', 'B7090', 'B7100', 'B7266', 'B7317', 'B7334', 'B7826', 'B8108', 'B8143']"
"նիկողայոս ադոնց փողոց , երևան","Nikoghayos Adonts Street, Yerevan",OK,Yerevan,Yerevan,,,,Nikoghayos Adonts Street,,Armenia,40.212317,44.523183,Azure,,,,"['A15961', 'A20331', 'A23367', 'A23370', 'A27820', 'B2462']"
"նոր արեշի 7րդ փողոց, yerevan","7th New Aresh Street, Yerevan",OK,Yerevan,Yerevan,,,,New Aresh Street,,Armenia,40.147583,44.528362,Azure,,,7th,['A574']
"nerqin shengavit 13-th street 13, yerevan","Nerqin Shengavit 13th Street 13, Yerevan",OK,Yerevan,Yerevan,11,,Yerevan,Nerkin Shengavit Street,,Armenia,40.135762,44.487609,Yandex,,,13th,['A22884']
"ներքին շենգավիթի 11-րդ փողոց 37/1, երևան","37/1, Nerkin Shengavit 11th Street, Yerevan",OK,Yerevan,Yerevan,37/1,,Yerevan,Nerkin Shengavit Street,,Armenia,40.137851,44.481914,Yandex,,,11th,['B4892']
"նելսոն ստեփանյան փողոց, երևան","Nelson Stepanyan Street, Yerevan",OK,Yerevan,Yerevan,,Bagrevand,Yerevan,Nelson Stepanyan Street,,Armenia,40.2011,44.575186,Yandex,,,,"['A3585', 'A4373', 'A29137']"
"улица нелсона степаняна, ереван","Nelson Stepanyan Street, Yerevan",OK,Yerevan,Yerevan,,Bagrevand,Yerevan,Nelson Stepanyan Street,,Armenia,40.20046937,44.5785632,Nominatim,,,,"['A6002', 'A24778', 'B6774']"
"nelson stepanyan street, yerevan","Nelson Stepanyan Street, Yerevan",OK,Yerevan,Yerevan,,Bagrevand,Yerevan,Nelson Stepanyan Street,,Armenia,40.20046937,44.5785632,Nominatim,,,,"['A1196', 'A3084', 'A3584', 'A3952', 'A5965', 'A9302', 'A9305', 'A9768', 'A10936', 'A11272', 'A11562', 'A12157', 'A12645', 'A13924', 'A15028', 'A16260', 'A16339', 'A16652', 'A17407', 'A19544', 'A23184', 'A23780', 'A23786', 'A25120', 'A25676', 'A25851', 'A27931', 'A28175', 'A28545', 'A29449', 'A30804', 'A30908', 'A31857', 'B2898', 'B4270', 'B6029', 'B6381', 'B6382', 'B7237', 'B7457']"
"նելսոն ստեփանյանի փողոց, երևան","Nelson Stepanyan Street, Yerevan",OK,Yerevan,Yerevan,1,,Yerevan,Nelson Stepanyan Street,,Armenia,40.222836,44.482794,Yandex,,,,"['A645', 'A28925', 'A32054']"
"նելսոն ստեփանյան փողոց 6, երևան","6 Nelson Stepanyan Street, Yerevan",OK,Yerevan,Yerevan,6,2,Yerevan,Nelson Stepanyan Street,,Armenia,40.200129,44.571386,Yandex,Nor Nork Block,,,['A23843']
"նար-դոս փողոցի 3-րդ նրբանցք 1, երևան","1, Nar-dos Street, 3rd Alley, Yerevan",OK,Yerevan,Yerevan,1,,Yerevan,Nar-dos Street,,Armenia,40.167795,44.522913,Yandex,,3rd Lane,,['A17999']
"նանսեն փողոցի նրբանցք, երևան","Nansen Street Alley, Yerevan",OK,Yerevan,Yerevan,,,Yerevan,Nansen Street Lane,,Armenia,40.200412,44.563732,Yandex,,,,['A25395']
"նանսենի նրբանցք 2, երևան","Nansen Alley 2, Yerevan",OK,Yerevan,Yerevan,2(88),1,Yerevan,Nansen Street Lane,,Armenia,40.20084435,44.56405117,Nominatim,Nor Nork Block,,,['A811']
"переулок улицы нансена, ереван","Nansen Street Alley, Yerevan",OK,Yerevan,Yerevan,,,Yerevan,Nansen Street,,Armenia,40.198579,44.561514,Yandex,,,,['A843']
"նանսեն փողոցի նրբանցք 2, երևան","Nansen Street Alley 2, Yerevan",OK,Yerevan,Yerevan,2,,Yerevan,Nansen Street,,Armenia,40.198579,44.561514,Yandex,,,,['A2646']
"նանսենի փողոց, երևան","Nansen Street, Yerevan",OK,Yerevan,Yerevan,,1,Yerevan,Nansen Street,,Armenia,40.198579,44.561514,Yandex,Nor Nork Block,,,"['A2666', 'A27957', 'A28370', 'A31671']"
"նանսենի փողոց 9, երևան","Nansen Street 9, Yerevan",OK,Yerevan,Yerevan,9,1,Yerevan,Nansen Street,,Armenia,40.198428,44.561855,Yandex,Nor Nork Block,,,['A2685']
"նանսենի փողոց 3/13, երևան","Nansen Street 3/13, Yerevan",OK,Yerevan,Yerevan,3/13,1,Yerevan,Nansen Street,,Armenia,40.199268,44.564478,Yandex,Nor Nork Block,,,['A18125']
"նանսենի փողոց 20, երևան","Nansen Street 20, Yerevan",OK,Yerevan,Yerevan,20,1,Yerevan,Nansen Street,,Armenia,40.19838895,44.55726955,Nominatim,Nor Nork Block,,,['A129']
"նանսենի փողոց 17, երևան","Nansen Street 17, Yerevan",OK,Yerevan,Yerevan,17,1,Yerevan,Nansen Street,,Armenia,40.1978857,44.5596539,Nominatim,Nor Nork Block,,,"['A660', 'A19578']"
"նանսենի նրբանցք, երևան","Nansen Alley, Yerevan",OK,Yerevan,Yerevan,,1,Yerevan,Nansen Street,,Armenia,40.198579,44.561514,Yandex,Nor Nork Block,,,"['A419', 'A26388']"
"միքայել նալբանդյանի փողոց 33ա, երևան","33a Mikael Nalbandyan Street, Yerevan",OK,Yerevan,Yerevan,33,,Yerevan,Nalbandyan Street,,Armenia,40.183451,44.521548,Yandex,,,,['A29025']
"միքայել նալբանդյանի փողոց 13, երևան","13 Mikael Nalbandyan Street, Yerevan",OK,Yerevan,Yerevan,13,,Yerevan,Nalbandyan Street,,Armenia,40.180143,44.517433,Yandex,,,,['A16357']
"nalbandyan street 3լ, yerevan","Nalbandyan Street 3, Yerevan",OK,Yerevan,Yerevan,3,,Yerevan,Nalbandyan Street,,Armenia,40.178986,44.515349,Yandex,,,,['A2002']
"միքայել նալբանդյանի փողոց 3, երևան","3 Mikael Nalbandyan Street, Yerevan",OK,Yerevan,Yerevan,3,,Yerevan,Nalbandyan Street,,Armenia,40.178986,44.515349,Yandex,,,,['A981']
"միքայել նալբանդյանի փողոց 25/27, երևան","25/27 Mikael Nalbandyan Street, Yerevan",OK,Yerevan,Yerevan,25/27,,Yerevan,Nalbandyan Street,,Armenia,40.182576,44.520712,Yandex,,,,['A20926']
"մովսես խորենացի փողոց 2-րդ նրբանցք, երևան","Movses Khorenatsi Street, 2nd Lane, Yerevan",OK,Yerevan,Yerevan,,Old Yerevan Quarter,Yerevan,Movses Khorenatsi Street,,Armenia,40.180102,44.512268,Yandex,,,,"['A10117', 'A17002', 'A26831', 'A29550']"
"մովսես խորենացի փողոց 1-ին նրբանցք, երևան","Movses Khorenatsi Street, 1st Lane, Yerevan",OK,Yerevan,Yerevan,,,,Movses Khorenatsi Street,,Armenia,40.16267,44.516311,Azure,,,,['A3095']
"մովսես խորենացի փողոց 1-ին նրբանցք 38/1, երևան","38/1, Movses Khorenatsi Street, 1st Lane, Yerevan",OK,Yerevan,Yerevan,47,,Yerevan,Movses Khorenatsi Street,,Armenia,40.169945,44.515223,Yandex,,1st Lane,,['B4058']
"մովսես խորենացու փողոցի 1-ին անցուղի 9, երևան","9, Movses Khorenatsi Street, 1st Passage, Yerevan",OK,Yerevan,Yerevan,9,,Yerevan,Movses Khorenatsi Street,,Armenia,40.17306,44.509196,Yandex,,1st Lane,,"['A3760', 'A11317', 'A11318', 'A11321', 'A15445', 'A16931', 'A17601', 'A19909', 'A19912', 'A19918', 'A19920', 'A22907', 'A22909', 'A24044', 'A24071', 'A24416', 'A24958', 'A24963', 'A26590', 'A26611', 'A27276', 'A27280', 'A31082', 'B5181']"
"մովսես խորենացի փողոց 2, գյումրի","2 Movses Khorenatsi Street, Gyumri",OK,Shirak,Yerevan,2,,Gyumri,Movses Khorenatsi Street,,Armenia,40.832048,43.833761,Yandex,,,,['B1469']
"մոլդովական, երևան","Moldovan, Yerevan",OK,Yerevan,Yerevan,,,Yerevan,Moldovakan Street,,Armenia,40.19871,44.568511,Yandex,,,,['A2348']
"մոլդովական փողոց, երևան","Moldovan Street, Yerevan",OK,Yerevan,Yerevan,,,Yerevan,Moldovakan Street,,Armenia,40.1983953,44.57356127,Nominatim,,,,"['A848', 'A1010', 'A3731', 'A3967', 'A19318', 'A24345', 'A26644']"
"մոլդովական փողոց, yerevan","Moldovan Street, Yerevan",OK,Yerevan,Yerevan,,,Yerevan,Moldovakan Street,,Armenia,40.1983953,44.57356127,Nominatim,,,,"['A22130', 'A24023', 'A25973', 'A28367', 'A28368', 'A30754']"
"մոլդովական փողոց 6, yerevan","Moldovan Street 6, Yerevan",OK,Yerevan,Yerevan,43/6,,Yerevan,Moldovakan Street,,Armenia,40.1993596,44.5750015,Nominatim,,,,"['A28441', 'A30029']"
"մոլդովական փողոց 39/5, երևան","Moldovan Street 39/5, Yerevan",OK,Yerevan,Yerevan,39/5,,Yerevan,Moldovakan Street,,Armenia,40.201803,44.577324,Yandex,,,,['A18126']
"մոլդովական փողոց 39/12, երևան","Moldovan Street 39/12, Yerevan",OK,Yerevan,Yerevan,39/12,,Yerevan,Moldovakan Street,,Armenia,40.20234,44.574845,Yandex,,,,"['A1481', 'A2587']"
"մոլդովական փողոց 29/5, yerevan","Moldovan Street 29/5, Yerevan",OK,Yerevan,Yerevan,29/5,,Yerevan,Moldovakan Street,,Armenia,40.207086,44.57120696,Nominatim,,,,['A2995']
"մոլդովական փողոց 29/1, երևան","Moldovan Street 29/1, Yerevan",OK,Yerevan,Yerevan,29/1,,Yerevan,Moldovakan Street,,Armenia,40.208994,44.571691,Yandex,,,,"['A8238', 'A26173', 'A29938']"
"մոլդովական փողոց 26/1, երևան","Moldovan Street 26/1, Yerevan",OK,Yerevan,Yerevan,26/1,,Yerevan,Moldovakan Street,,Armenia,40.203842,44.572536,Yandex,,,,['A2259']
"մոլդովական փողոց 139/1, yerevan","Moldovan Street 139/1, Yerevan",OK,Yerevan,Yerevan,139/1,,Yerevan,Moldovakan Street,,Armenia,40.1989253,44.5713288,Nominatim,,,,['A24556']
"մոլդովական 139/1, երևան","Moldovakan 139/1, Yerevan",OK,Yerevan,Yerevan,139/1,,Yerevan,Moldovakan Street,,Armenia,40.1989253,44.5713288,Nominatim,,,,['A2802']
"մոլդովական փողոց 2/5, երևան","2/5 Moldovan Street, Yerevan",OK,Yerevan,Yerevan,2,2,Yerevan,Moldovakan Street,,Armenia,40.203897,44.565547,Yandex,Nor Nork Block,,,['A24856']
"ներքին շենգավիթի 5-րդ փողոց 25/1, երևան","25/1, Nerkin Shengavit 5th Street, Yerevan",OK,Yerevan,Yerevan,25/1,,Yerevan,Mkrtich Sedrakyan Street,,Armenia,40.139754,44.484995,Yandex,,,,['A11263']
"ներքին շենգավիթի 5-րդ փողոց 21, երևան","21, Nerkin Shengavit 5th Street, Yerevan",OK,Yerevan,Yerevan,21,,Yerevan,Mkrtich Sedrakyan Street,,Armenia,40.13943,44.48495,Yandex,,,,"['A4251', 'A22103']"
"nerqin shengavit 5-th street, yerevan","Nerqin Shengavit 5th Street, Yerevan",OK,Yerevan,Yerevan,,,Yerevan,Mkrtich Sedrakyan Street,,Armenia,40.139658,44.485166,Yandex,,,,"['A19188', 'A22108', 'A26810']"
"nerqin shengavit 5-th street 25, yerevan","Nerqin Shengavit 5th Street 25, Yerevan",OK,Yerevan,Yerevan,25/1,,Yerevan,Mkrtich Sedrakyan Street,,Armenia,40.139754,44.484995,Yandex,,,,['A2698']
"nerqin shengavit 5-th street 21, yerevan","Nerqin Shengavit 5th Street 21, Yerevan",OK,Yerevan,Yerevan,21,,Yerevan,Mkrtich Sedrakyan Street,,Armenia,40.13943,44.48495,Yandex,,,,['A21937']
"5-я улица неркин шенгавита 21, ереван","5th Street Nerkin Shengavit 21, Yerevan",OK,Yerevan,Yerevan,21,,Yerevan,Mkrtich Sedrakyan Street,,Armenia,40.13943,44.48495,Yandex,,,,"['A6138', 'A6254', 'A29176', 'A31227']"
"մինսկի փողոց, երևան","Minsk Street, Yerevan",OK,Yerevan,Yerevan,,,Yerevan,Minsk Street,,Armenia,40.177608,44.576515,Yandex,,,,"['A1508', 'A1949', 'A3179', 'A6325', 'A23494', 'A24057']"
"մինսկի փողոց 95, երևան","Minsk Street 95, Yerevan",OK,Yerevan,Yerevan,95,,Yerevan,Minsk Street,,Armenia,40.17527581,44.57069511,Nominatim,,,,['B8042']
"մինսկի փողոց 34/2, երևան","Minsk Street 34/2, Yerevan",OK,Yerevan,Yerevan,34,,Yerevan,Minsk Street,,Armenia,40.173714,44.569365,Yandex,,,,['A2333']
"մինսկի փողոց 21, երևան","Minsk Street 21, Yerevan",OK,Yerevan,Yerevan,21,,Yerevan,Minsk Street,,Armenia,40.174865,44.575114,Yandex,,,,"['A4606', 'A28788']"
"մինսկի փողոց 18, երևան","Minsk Street 18, Yerevan",OK,Yerevan,Yerevan,18,,Yerevan,Minsk Street,,Armenia,40.1743026,44.57423409,Nominatim,,,,['A21877']
"մինսկի փողոց 17, երևան","Minsk Street 17, Yerevan",OK,Yerevan,Yerevan,17,,Yerevan,Minsk Street,,Armenia,40.174066,44.574045,Yandex,,,,['A82']
"մինսկի փողոց 15, երևան","Minsk Street 15, Yerevan",OK,Yerevan,Yerevan,15,,Yerevan,Minsk Street,,Armenia,40.1753027,44.5745027,Nominatim,,,,['A25597']
"մինսկի փողոց 12, երևան","Minsk Street 12, Yerevan",OK,Yerevan,Yerevan,12,,Yerevan,Minsk Street,,Armenia,40.174783,44.573776,Yandex,,,,['A21907']
"հունան ավետիսյանի փողոց 29, երևան","Hunan Avetisyan Street 29, Yerevan",OK,Yerevan,Yerevan,29,,Yerevan,Minas Avetiyan Street,,Armenia,40.20783,44.543332,Yandex,,,,['A18127']
"միքայել նալբանդյանի փողոց 7/1, երևան","7/1 Mikael Nalbandyan Street, Yerevan",OK,Yerevan,Yerevan,7/1,,,Mikael Nalbandyan Street,,Armenia,40.179643,44.515466,Azure,,,,['A294']
"միքայել նալբանդյանի փողոց, երևան","Mikael Nalbandyan Street, Yerevan",OK,Yerevan,Yerevan,,,,Mikael Nalbandyan Street,,Armenia,40.179964,44.517358,Azure,,,,"['A3533', 'A6137', 'A26591', 'A27286', 'A29598']"
"մայիսյան փողոց, երևան","Mayisyan Street, Yerevan",OK,Yerevan,Yerevan,,,,Mayisyan Street,,Armenia,40.181551,44.506141,Azure,,,,['A3282']
"մարտիրոսյանի փողոց, երևան","Martirosyan Street, Yerevan",OK,Yerevan,Yerevan,,,Yerevan,Martirosyan Street,,Armenia,40.191863,44.458441,Yandex,,,,['A1864']
"մարտիրոս սարյանի փողոց 9, երևան","9 Martiros Saryan Street, Yerevan",OK,Yerevan,Yerevan,9,,,Martiros Saryan Street,,Armenia,40.186537,44.508782,Azure,,,,['B2694']
"մարտիրոս սարյանի փողոց 4, երևան","4 Martiros Saryan Street, Yerevan",OK,Yerevan,Yerevan,4,,,Martiros Saryan Street,,Armenia,40.187437,44.509047,Azure,,,,"['A671', 'A22335']"
"մարտիրոս սարյանի փողոց 31, երևան","31 Martiros Saryan Street, Yerevan",OK,Yerevan,Yerevan,31,,,Martiros Saryan Street,,Armenia,40.181363,44.505183,Azure,,,,"['A12456', 'A16795']"
"մարտիրոս սարյանի փողոց 26/4, երևան","26/4 Martiros Saryan Street, Yerevan",OK,Yerevan,Yerevan,26/4,,,Martiros Saryan Street,,Armenia,40.182696,44.504498,Azure,,,,['A17177']
"մարտիրոս սարյանի փողոց 12, երևան","12 Martiros Saryan Street, Yerevan",OK,Yerevan,Yerevan,12,,,Martiros Saryan Street,,Armenia,40.186663,44.508248,Azure,,,,['A28903']
"margarian 2-nd lane 7/1, yerevan","Margarian 2nd Lane 7/1, Yerevan",OK,Yerevan,Yerevan,7/1,,Yerevan,Margaryan Street,,Armenia,40.206349,44.470559,Yandex,,2nd Lane,,['A3299']
"2-й переулок улицы маргаряна, ереван","2nd Lane Of Margaryan Street, Yerevan",OK,Yerevan,Yerevan,,,Yerevan,Margaryan Street,,Armenia,40.207238,44.471098,Yandex,,2nd Lane,,['A27147']
"մարգարյան փողոցի 1-ին նրբանցք 10, երևան","10 Margaryan Street, 1st Alley, Yerevan",OK,Yerevan,Yerevan,10,,Yerevan,Margaryan Street,,Armenia,40.208002,44.475203,Yandex,,1st Lane,,['A21628']
"1-й переулок улицы маргаряна, ереван","1st Lane Of Margaryan Street, Yerevan",OK,Yerevan,Yerevan,,,Yerevan,Margaryan Street,,Armenia,40.206638,44.474736,Yandex,,1st Lane,,['A21750']
"մառի փողոց, երևան","Mari Street, Yerevan",OK,Yerevan,Yerevan,,5,Yerevan,Mar Street,,Armenia,40.185228,44.568017,Yandex,Nor Nork Block,,,"['A27063', 'A28365']"
"մանթաշյանի փողոց, երևան","Mantashyan Street, Yerevan",OK,Yerevan,Yerevan,1,,Yerevan,Mantashyan Street,,Armenia,40.222836,44.482794,Yandex,,,,"['A2844', 'A3137', 'A31409']"
"մանանդյանի փողոց, երևան","Manandyan Street, Yerevan",OK,Yerevan,Yerevan,1,,Yerevan,Manandyan Street,,Armenia,40.222836,44.482794,Yandex,,,,"['A883', 'A4271', 'A25608', 'A26050', 'B295']"
"մալաթիայի փողոց 82/77, երևան","82/77 Malatia Street, Yerevan",OK,Yerevan,Yerevan,82,,Yerevan,Malatiya Street,,Armenia,40.175754,44.454695,Yandex,,,,['A2689']
"լյուքսեմբուրգ փողոցի 2-րդ նրբանցք 10, երևան","10, 2nd Lane, Luxembourg Street, Yerevan",OK,Yerevan,Yerevan,10,,Yerevan,Lyuksemburg Street,,Armenia,40.188336,44.561109,Yandex,,2nd Lane,,['A25524']
"1-й переулок улицы люксембурга, ереван","1st Lane Of Luxemburg Street, Yerevan",OK,Yerevan,Yerevan,,,Yerevan,Lyuksemburg Street,,Armenia,40.189217,44.563319,Yandex,,1st Lane,,['A30971']
"улица люксембурга 16, ереван","Luxemburg Street 16, Yerevan",OK,Yerevan,Yerevan,16,,Yerevan,Lyuksemburg Street,,Armenia,40.18992,44.56446,Yandex,,,,['A1007']
"улица люксембурга 1, ереван","Luxemburg Street 1, Yerevan",OK,Yerevan,Yerevan,1,,Yerevan,Lyuksemburg Street,,Armenia,40.188025,44.564218,Yandex,,,,['A25494']
"переулок улицы львовяна, ереван","Lvovyan Street Alley, Yerevan",OK,Yerevan,Yerevan,,,Yerevan,Lvovyan Street,,Armenia,40.201066,44.558729,Yandex,,,,"['A6439', 'A28237']"
"լվովյան փողոց, երևան","Lvovyan Street, Yerevan",OK,Yerevan,Yerevan,,1,Yerevan,Lvovyan Street,,Armenia,40.201066,44.558729,Yandex,Nor Nork Block,,,"['A3004', 'A3582', 'A6633', 'A7016', 'A28588', 'A29625']"
"լվովյան փողոց 25, երևան","25 Lvovyan Street, Yerevan",OK,Yerevan,Yerevan,25,1,Yerevan,Lvovyan Street,,Armenia,40.197188,44.554713,Yandex,Nor Nork Block,,,"['A2429', 'A6772']"
"լվովյան փողոց 19, երևան","19 Lvovyan Street, Yerevan",OK,Yerevan,Yerevan,19,1,Yerevan,Lvovyan Street,,Armenia,40.199137,44.555719,Yandex,Nor Nork Block,,,['A26586']
"լյուքսեմբուրգի փողոց 2-րդ նրբանցք, երևան","Luxembourg Street, 2nd Lane, Yerevan",OK,Yerevan,Yerevan,,6,Yerevan,Luxemburg Street,,Armenia,40.18933567,44.56210269,Nominatim,Nor Nork Block,2nd Lane,,['A22012']
"լյուքսեմբուրգի փողոց 1-ին նրբանցք 77, երևան","Luxembourg Street 1st Lane 77, Yerevan",OK,Yerevan,Yerevan,77,6,Yerevan,Luxemburg Street,,Armenia,40.18876011,44.5631513,Nominatim,Nor Nork Block,1st Lane,,['A2034']
"լյուքսեմբուրգի փողոց, երևան","Luxembourg Street, Yerevan",OK,Yerevan,Yerevan,,6,Yerevan,Luxemburg Street,,Armenia,40.18964341,44.5614603,Nominatim,Nor Nork Block,,,"['A1041', 'A4763']"
"յոհաննես լեփսիուսի փողոց 1, երևան","1 Johannes Lepsius Street, Yerevan",OK,Yerevan,Yerevan,1,,Yerevan,Lepsius Street,,Armenia,40.210247,44.543251,Yandex,,,,"['A29538', 'B3786']"
"յոհաննես լեփսիուսի փողոց 6ա, երևան","6a Johannes Lepsius Street, Yerevan",OK,Yerevan,Yerevan,6A,,Yerevan,Lepsius Street,,Armenia,40.210247,44.54273,Yandex,,,,"['A26024', 'A32353']"
"յոհաննես լեփսիուսի փողոց 2ա, երևան","2a Johannes Lepsius Street, Yerevan",OK,Yerevan,Yerevan,2A,,Yerevan,Lepsius Street,,Armenia,40.209531,44.543898,Yandex,,,,['A6028']
"յոհաննես լեփսիուսի փողոց 27, երևան","27 Johannes Lepsius Street, Yerevan",OK,Yerevan,Yerevan,27,,Yerevan,Lepsius Street,,Armenia,40.208911,44.549243,Yandex,,,,['A29619']
"մարշալ խուդյակով փողոցի 2-րդ նրբանցք 16, երևան","16, 2nd Lane, Marshal Khudyakov Street, Yerevan",OK,Yerevan,Yerevan,16,,Yerevan,Kievyan Street,,Armenia,40.194694,44.489747,Yandex,,2nd Lane,,['A31037']
